ref,title,author,date,canon_degree,glob_word,glob_book,glob_part,glob_chapter,glob_paragraph,glob_sentence,glob_av_word_per_sent,glob_verb,glob_adverb,glob_adj,glob_coord,glob_sub,glob_il,glob_ils,glob_elle,glob_elles,glob_je,glob_nous,glob_etat,glob_voc,first_word,first_paragraph,first_sentence,first_av_word_per_sent,first_verb,first_adverb,first_adj,first_coord,first_sub,first_il,first_ils,first_elle,first_elles,first_je,first_nous,first_etat,first_voc,first_ten_word,first_ten_sentence,first_ten_av_word_per_sent,first_ten_verb,first_ten_adverb,first_ten_adj,first_ten_coord,first_ten_sub,first_ten_il,first_ten_ils,first_ten_elle,first_ten_elles,first_ten_je,first_ten_nous,first_ten_etat,first_ten_voc,mid_word,mid_paragraph,mid_sentence,mid_av_word_per_sent,mid_verb,mid_adverb,mid_adj,mid_coord,mid_sub,mid_il,mid_ils,mid_elle,mid_elles,mid_je,mid_nous,mid_etat,mid_voc,last_word,last_paragraph,last_sentence,last_av_word_per_sent,last_verb,last_adverb,last_adj,last_coord,last_sub,last_il,last_ils,last_elle,last_elles,last_je,last_nous,last_etat,last_voc,last_ten_word,last_ten_sentence,last_ten_av_word_per_sent,last_ten_verb,last_ten_adverb,last_ten_adj,last_ten_coord,last_ten_sub,last_ten_il,last_ten_ils,last_ten_elle,last_ten_elles,last_ten_je,last_ten_nous,last_ten_etat,last_ten_voc,titled_books,titled_parts,titled_chapters,numbered_books,numbered_parts,numbered_chapters
1892_Mendes-Catulle_Luscignole.xml,Luscignole    ,"Mendès, Catulle",2013,empty,34096,3,0,18,21,838,38,2774,2015,2203,997,360,337,76,491,15,61,7,643,3593,1544,1,22,56,88,69,135,49,14,4,1,5,2,2,0,18,560,3409,48,69,241,166,272,102,31,11,5,35,4,2,1,55,967,4449,1,86,49,308,232,298,161,34,24,6,48,2,0,0,79,1187,584,1,19,29,54,34,30,19,9,2,5,11,0,0,0,20,227,3409,107,31,303,235,179,94,50,41,17,65,3,22,0,89,788,3,0,0,0,0,0
1878_Loti-Pierre_Aziyade.xml,Aziyadé    ,"Loti, Pierre",1879,empty,60413,0,5,158,1571,1938,23,4931,3137,3990,1993,477,282,35,263,18,494,338,1590,4694,110,5,4,35,7,0,11,0,2,0,0,0,0,0,0,2,70,6041,211,27,458,333,394,206,43,40,2,23,3,51,28,182,1288,630,17,19,27,54,32,40,18,3,0,0,0,0,2,9,13,256,83,6,3,-22,2,2,7,0,0,0,0,0,0,0,0,1,54,6041,182,32,473,350,423,187,61,24,1,39,1,54,37,163,1191,0,5,158,0,1,158
1847_Achard-Amedee_Belle-Rose.xml,Belle-Rose    ,"Achard, Amédée",1847,empty,198068,0,0,53,5241,8633,19,21190,8860,7157,5909,1741,2233,234,635,55,1175,336,4648,6058,4882,101,192,22,476,237,212,161,43,75,6,3,0,21,6,90,1057,19806,833,22,2073,976,747,632,189,255,22,18,2,119,32,405,2262,3152,103,132,15,326,166,108,98,30,26,0,15,1,44,5,99,606,5298,135,259,18,545,180,227,202,55,56,6,20,0,10,5,131,1026,19806,903,20,1999,743,716,633,166,204,30,36,6,40,51,426,2286,0,0,53,0,0,53
2013_Rolin-Jean_Ormuz.xml,Ormuz    ,"Rolin, Jean",2013,empty,46721,0,0,0,96,667,69,3096,2504,2409,1247,393,463,58,79,26,231,142,904,5061,4882,101,192,22,476,237,212,161,43,75,6,3,0,21,6,90,1057,4672,76,60,299,237,249,114,33,41,2,16,2,14,12,71,1251,3152,103,132,15,326,166,108,98,30,26,0,15,1,44,5,99,606,5298,135,259,18,545,180,227,202,55,56,6,20,0,10,5,131,1026,4672,63,71,325,264,226,118,50,70,4,10,2,12,24,102,1208,0,0,0,0,0,0
1883_Sirven-Alfred_La-Bigame-roman-contemporain-par-Alfred-Sirven-(1883).xml,"La Bigame, roman contemporain, par Alfred Sirven (1883)    ","Sirven, Alfred",1883,empty,111671,0,3,24,3719,4898,13,11131,7897,5405,3330,916,1104,124,848,33,951,320,2864,6006,2192,84,101,10,230,161,118,81,12,19,5,10,0,5,5,37,607,11167,410,25,1072,733,543,360,102,123,11,107,3,66,18,267,1783,1780,90,120,8,190,125,69,47,10,9,0,29,0,14,1,41,566,2407,60,93,18,200,119,153,69,20,19,0,13,1,1,0,61,778,11167,588,18,1159,667,567,322,104,106,9,99,4,85,6,277,1936,0,3,24,0,0,0
1845_Walsh-Joseph-Alexis_Les-Veillees-de-voyage.xml,Les Veillées de voyage    ,"Walsh, Joseph-Alexis",1845,empty,105229,0,0,7,1858,3248,26,9474,5125,4863,3619,1051,929,205,589,85,540,389,2554,5400,6229,121,208,25,575,329,261,197,69,61,13,24,3,33,57,123,1055,10522,282,36,885,554,491,373,99,91,10,30,8,63,117,210,1636,2897,40,89,26,235,140,146,96,31,29,11,10,2,1,14,83,683,2752,37,76,26,236,91,123,102,18,28,9,3,1,8,5,69,704,10522,269,38,969,523,490,395,144,114,21,103,3,56,39,255,1557,0,0,0,0,0,0
2010_Bauchau-Henry_Deluge.xml,Déluge    ,"Bauchau, Henry",2010,empty,45752,0,0,11,930,2482,16,4932,3212,1593,1287,396,779,67,118,18,641,322,1371,2903,3090,99,182,14,345,202,121,74,28,69,3,13,0,38,11,105,638,4575,266,16,508,318,180,115,43,93,5,17,2,61,23,146,834,6247,111,344,16,713,469,186,178,59,146,10,11,0,84,39,193,902,1434,19,65,22,128,63,50,46,10,18,2,5,0,25,6,43,393,4575,218,20,496,245,173,156,31,56,3,12,0,43,47,112,895,0,0,11,0,0,11
1953_Simonin-Albert_Touchez-pas-au-grisbi.xml,Touchez pas au grisbi    ,"Simonin, Albert",1953,empty,73439,0,0,0,1762,2744,20,6651,4408,2986,1224,627,595,123,268,32,655,136,1767,5370,3090,99,182,14,345,202,121,74,28,69,3,13,0,38,11,105,638,7343,291,24,647,419,315,108,59,37,12,21,6,59,17,172,1512,6247,111,344,16,713,469,186,178,59,146,10,11,0,84,39,193,902,1434,19,65,22,128,63,50,46,10,18,2,5,0,25,6,43,393,7343,285,24,703,428,323,105,59,44,5,36,2,77,10,163,1401,0,0,0,0,0,0
1855_Ulbach-Louis_L-amour-et-la-mort.xml,L'amour et la mort    ,"Ulbach, Louis",1855,empty,57395,0,2,13,1096,2066,23,6093,3349,3007,1739,570,613,32,324,10,334,113,1251,4565,4222,98,138,25,372,216,262,110,41,25,1,22,1,25,6,110,1015,5739,188,29,533,296,351,151,55,38,2,28,2,32,10,134,1237,4865,68,148,29,505,297,280,169,40,49,3,41,0,27,8,115,1139,4703,117,210,18,519,297,206,143,30,49,1,15,0,38,16,133,954,5739,259,21,642,352,252,173,42,56,1,25,0,47,20,160,1082,0,2,13,0,1,13
1859_Segur-comtesse-de_Les-Vacances.xml,Les Vacances    ,"Ségur, comtesse de",1859,empty,51488,0,0,12,207,2402,19,5720,2952,2005,1856,479,490,189,205,30,510,356,1265,2686,1927,16,108,15,207,119,88,86,4,16,11,7,6,14,15,45,463,5148,279,17,599,300,194,235,22,54,33,13,8,25,48,110,811,5731,20,223,23,744,280,250,218,51,77,28,5,2,65,75,91,850,4006,16,158,24,433,218,183,130,43,25,14,57,2,25,11,100,679,5148,225,21,557,310,229,172,53,39,17,58,2,56,21,131,759,0,0,12,0,0,12
1929_Nemirovsky-Irene_David-Golder.xml,David Golder    ,"Némirovsky, Irène",1929,empty,50514,0,0,30,1619,2090,16,5643,3562,2690,1067,581,629,57,212,10,298,33,1204,3450,1526,64,80,16,161,105,75,21,16,17,1,0,0,6,0,31,452,5051,216,22,498,322,311,107,64,75,3,7,4,18,3,94,1106,1792,85,73,13,259,148,63,29,15,12,0,8,0,15,0,31,452,1854,66,121,12,249,111,76,37,25,36,0,2,0,4,1,36,483,5051,288,16,594,305,251,116,58,82,0,7,0,8,2,113,972,0,0,30,0,0,0
1909_Colette_L-Ingenue-libertine.xml,L'Ingénue libertine    ,Colette,1909,empty,59958,0,2,17,1902,1498,19,6043,3495,4209,1645,585,406,37,444,13,327,37,1129,5169,1643,36,56,20,130,98,93,43,11,8,2,11,1,2,0,22,533,5995,163,35,503,306,447,186,60,27,14,40,4,11,1,90,1430,3200,80,67,21,307,180,244,97,30,29,2,33,0,15,2,52,861,4349,149,110,13,461,255,325,124,39,29,2,35,0,27,6,76,1065,5995,146,40,637,363,422,163,60,43,3,58,0,34,7,114,1319,0,2,2,0,0,0
2006_Millet-Richard_Devorations.xml,Dévorations    ,"Millet, Richard",2006,empty,79965,0,0,11,30,942,83,7203,5616,3612,2754,768,715,69,191,32,791,326,1740,4914,9890,7,86,114,835,714,497,347,89,83,8,8,3,79,28,205,1648,7996,65,123,671,571,420,287,81,66,7,8,1,53,26,163,1464,7817,4,73,103,718,566,302,255,83,85,3,5,1,96,28,160,1373,5888,3,96,58,527,400,281,199,56,69,3,14,3,63,12,156,1114,7996,136,57,738,531,358,271,83,92,4,24,5,84,24,209,1344,0,0,1,0,0,0
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.xml,Les trappeurs de l'Arkansas    ,"Aimard, Gustave",1857,empty,100571,0,3,40,3589,3301,21,10301,5646,5011,2385,666,1054,357,228,46,577,403,2531,4916,2795,89,79,22,256,114,153,74,27,27,4,4,0,5,3,60,847,10057,274,35,917,434,531,257,74,92,10,20,2,35,12,229,1819,2395,86,73,20,251,145,102,52,22,28,6,4,2,21,7,69,600,3725,123,121,18,384,248,170,72,25,21,4,3,2,55,24,100,905,10057,327,29,1055,536,462,244,71,85,26,19,2,101,61,270,1580,0,3,40,0,1,40
1873_Verne-Jules_Le-tour-du-monde-en-quatre-vingt-jours.xml,Le tour du monde en quatre vingt jours,"Verne, Jules",1873,empty,81127,0,0,37,1995,3549,19,7146,4620,3454,2365,511,930,86,109,17,136,87,1810,5358,1913,30,70,25,151,105,99,78,10,28,0,0,0,3,0,57,589,8112,339,22,677,490,346,251,35,88,5,2,0,14,7,176,1520,2720,82,118,17,289,157,120,72,11,24,4,1,0,15,4,63,680,1180,46,43,19,76,80,39,32,18,19,0,2,0,4,1,29,335,8112,371,20,719,477,282,210,71,126,4,14,2,20,11,195,1242,0,0,37,0,0,37
1886_Mirbeau-Octave_Le-Calvaire.xml,Le Calvaire    ,"Mirbeau, Octave",1886,empty,90120,0,0,12,1245,1655,40,8941,5379,5051,2487,720,502,64,531,25,1265,212,1786,5820,12367,86,315,38,1126,722,750,370,110,92,6,100,1,118,9,218,2178,9012,230,38,829,518,550,259,82,64,2,91,0,57,8,149,1836,1935,5,4,441,207,152,76,51,15,7,0,20,1,40,2,55,527,4396,100,46,29,515,282,219,110,40,12,3,42,4,77,4,105,987,9012,97,92,1046,535,452,233,87,22,4,77,8,161,8,203,1519,0,0,1,0,0,0
1975_Deon-Michel_Le-Jeune-homme-vert.xml,Le Jeune homme vert    ,"Déon, Michel",1975,empty,143613,0,0,0,3474,8573,15,14423,8854,7060,3613,1029,1364,210,576,35,551,220,2914,8215,12367,86,315,38,1126,722,750,370,110,92,6,100,1,118,9,218,2178,14361,720,18,1409,764,749,359,94,137,9,80,0,32,16,271,2506,1935,5,4,441,207,152,76,51,15,7,0,20,1,40,2,55,527,4396,100,46,29,515,282,219,110,40,12,3,42,4,77,4,105,987,14361,966,13,1436,869,696,343,82,141,16,44,0,70,30,297,2232,0,0,0,0,0,0
1919_Giraudoux-Jean_Elpenor-par-Jean-Giraudoux-(1919).xml,"Elpénor, par Jean Giraudoux (1919)    ","Giraudoux, Jean",1919,empty,15963,0,0,3,302,531,22,1603,813,804,620,169,157,43,35,14,49,61,297,2415,7352,150,261,21,766,391,330,300,73,73,28,9,6,16,36,137,1427,1596,44,35,131,98,87,65,18,12,15,4,0,3,11,22,515,2347,45,73,20,239,114,134,76,18,19,8,7,3,2,9,39,711,6264,107,197,24,598,308,340,244,78,65,7,19,5,31,16,121,1377,1596,51,29,139,75,85,49,16,23,2,0,0,6,2,34,524,0,0,3,0,0,0
1947_Antelme-Robert_l-espece-humaine.xml,l'espèce humaine    ,"Antelme, Robert",1947,empty,143373,0,3,0,2305,9104,14,13445,10135,5391,3160,1001,1914,635,196,40,655,1159,5118,5091,97538,1553,5889,15,8990,6902,3730,2189,721,1456,422,152,24,350,718,3552,4351,14337,841,15,1246,1044,634,356,99,163,70,9,1,13,213,573,1695,27391,371,1920,13,2656,1891,979,551,168,261,144,27,6,191,313,934,2164,17244,335,1260,12,1704,1270,611,379,103,192,61,14,9,113,105,586,1685,14337,1084,12,1439,1074,501,296,92,164,52,10,7,98,90,466,1523,0,3,0,0,0,0
1940_Martin-du-Gard-Roger_Les-Thibault-Tome-VIII-Epilogue.xml,Les Thibault - Tome VIII - Épilogue    ,"Martin du Gard, Roger",1940,empty,103108,0,0,16,2106,4771,17,9098,6657,5254,2257,795,992,104,433,26,544,167,2467,7137,6102,97,220,24,544,307,306,149,28,83,6,14,0,3,1,112,1487,10310,405,24,946,513,489,251,67,120,8,62,0,13,3,208,2043,2155,48,65,23,201,175,99,39,12,22,2,29,0,6,0,67,645,36704,798,2262,14,2761,2447,2057,732,274,193,40,36,8,231,57,842,4206,10310,775,12,735,723,596,180,88,43,12,5,2,64,14,224,1982,0,0,4,0,0,2
1987_Bergounioux-Pierre_La-maison-rose.xml,La maison rose    ,"Bergounioux, Pierre",1987,empty,58857,0,0,9,286,2702,20,4448,3900,2755,1473,681,653,107,265,23,374,218,1850,3752,6326,25,219,26,464,421,318,191,72,59,10,42,2,44,6,166,1130,5885,208,26,434,398,292,175,67,53,9,42,2,44,6,154,1067,4991,23,186,25,349,312,224,95,51,70,14,29,2,17,5,146,978,8384,45,427,18,617,510,443,195,83,101,24,30,2,34,39,236,1359,5885,294,19,438,370,317,146,55,83,24,20,2,18,20,172,1068,0,0,1,0,0,0
1982_Le-Clezio-Jean-Marie-Gustave_La-ronde-et-autres-faits-divers.xml,La ronde et autres faits divers    ,"Le Clézio, Jean-Marie Gustave",1982,empty,81257,0,0,0,829,3283,23,6954,4933,3794,2378,1003,1223,293,711,212,215,20,1821,3814,6326,25,219,26,464,421,318,191,72,59,10,42,2,44,6,166,1130,8125,343,22,704,558,409,217,111,70,29,147,12,1,0,189,1104,4991,23,186,25,349,312,224,95,51,70,14,29,2,17,5,146,978,8384,45,427,18,617,510,443,195,83,101,24,30,2,34,39,236,1359,8125,291,26,742,498,382,280,100,261,33,29,12,0,1,180,1050,0,0,0,0,0,0
1986_Quignard-Pascal_Le-salon-du-Wurtemberg.xml,Le salon du Wurtemberg    ,"Quignard, Pascal",1986,empty,131947,0,0,7,1131,6265,19,11988,7014,6897,4176,1042,688,128,647,51,1128,726,3307,8292,16650,123,650,24,1441,927,933,606,111,105,19,103,3,99,101,405,2731,13194,523,24,1162,743,740,478,85,93,12,86,2,76,80,326,2307,21107,148,941,20,1882,1163,1114,636,172,94,11,90,11,229,82,520,3167,14701,145,729,18,1323,755,751,448,126,74,30,67,2,152,69,392,2380,13194,661,18,1161,677,670,405,112,69,27,51,2,135,63,363,2237,0,0,7,0,0,6
1865_Erckmann-Chatrian_Histoire-d-un-homme-du-peuple.xml,Histoire d'un homme du peuple    ,"Erckmann, Émile",1865,empty,90780,0,0,30,2281,2981,22,9452,5299,3911,2806,779,539,226,189,19,901,748,2110,3760,3519,122,126,19,371,223,179,123,18,16,7,16,0,34,17,80,653,9078,314,27,965,534,416,304,56,49,14,49,0,82,50,182,1149,3790,71,117,26,363,189,161,120,26,18,5,1,2,32,39,88,754,4254,73,143,23,447,214,183,143,43,16,21,2,1,30,56,80,878,9078,287,30,974,498,370,284,88,44,38,4,2,56,112,190,1271,0,0,30,0,0,30
2011_Beigbeder-Frederic_99-Francs.xml,99 Francs    ,"Beigbeder, Frédéric",2011,empty,63441,0,6,40,1521,2992,17,5537,3655,3276,1361,472,400,153,142,29,326,208,1821,7001,348,5,25,12,34,17,11,6,4,1,0,1,0,5,0,13,151,6344,296,20,580,364,337,118,49,38,12,9,5,56,19,203,1612,815,45,50,12,77,64,36,16,5,2,3,7,0,0,0,17,294,2314,30,68,16,187,142,105,41,12,17,8,1,0,4,2,56,831,6344,259,23,504,309,317,156,47,34,38,7,0,33,7,161,1666,0,6,0,0,6,40
2008_Quignard-Pascal_Boutes.xml,Boutès    ,"Quignard, Pascal",2008,empty,12553,0,0,17,312,633,16,1156,576,669,217,99,109,36,48,14,17,30,311,2030,4502,135,229,16,406,215,249,80,31,22,19,12,2,4,13,103,1022,1255,69,17,129,43,51,19,8,8,11,4,0,1,0,31,396,52,6,5,5,6,5,3,1,0,0,0,0,0,0,0,2,36,1869,8,98,17,152,91,108,39,20,13,0,13,1,10,4,59,569,1255,66,17,98,69,86,28,13,6,0,11,1,7,2,40,410,0,0,17,0,0,0
1948_Bealu-Marcel_L-Araignee-d-eau.xml,L'Araignée d'eau    ,"Béalu, Marcel",1948,empty,36360,0,0,20,552,1330,23,3691,2349,2018,762,428,194,22,168,17,483,105,690,4216,9911,187,365,21,1039,620,538,189,104,38,8,69,2,133,33,152,1926,3636,130,26,351,237,192,79,40,21,5,17,0,48,13,83,989,812,10,29,28,82,40,68,13,8,4,1,0,1,8,0,7,374,718,15,26,26,70,34,41,14,6,2,0,2,0,10,0,18,319,3636,144,24,379,219,213,85,50,30,0,12,0,43,5,81,1031,0,0,20,0,0,1
1855_Nerval-Gerard-de_Aurelia.xml,Aurélia    ,"Nerval, Gérard de",1855,empty,22354,0,2,16,161,729,28,2296,1005,1148,763,142,102,22,43,14,343,56,521,2799,918,7,29,32,98,44,48,25,4,5,0,2,0,20,4,22,344,2235,74,28,257,90,107,69,13,10,0,7,0,52,8,48,649,1272,5,41,30,120,76,59,40,9,10,0,2,3,14,0,38,393,3379,20,96,33,308,121,201,127,22,15,1,3,0,31,10,70,954,2235,67,32,201,87,136,89,17,11,0,2,0,21,3,47,729,0,2,16,0,2,16
1934_Aragon-Louis_Les-Cloches-de-Bale.xml,Les Cloches de Bâle    ,"Aragon, Louis",1934,empty,131715,0,4,49,1637,6179,18,10595,7991,5762,3043,1103,1202,200,977,38,293,144,3317,7489,3271,35,125,22,267,226,121,92,35,31,1,18,0,16,9,89,693,13171,627,19,1054,892,494,303,135,126,11,72,0,45,29,379,1764,1751,18,79,19,123,96,81,39,17,15,1,19,0,0,0,52,527,747,9,28,21,39,45,38,19,10,3,1,6,1,2,12,24,239,13171,637,19,1013,745,664,304,118,107,16,90,5,33,26,308,2249,0,4,7,0,0,0
2013_Viel-Tanguy_La-Disparition-de-Jim-Sullivan.xml,La Disparition de Jim Sullivan    ,"Viel, Tanguy",2013,empty,34120,0,4,24,336,673,39,2741,2639,1239,1029,479,579,119,212,12,99,11,706,3149,929,11,19,43,68,65,53,26,8,4,3,0,1,4,3,20,267,3412,58,57,247,223,185,96,38,19,8,2,4,9,6,72,642,1605,13,28,39,136,121,58,57,20,30,6,16,1,1,0,34,446,167,4,7,19,15,17,5,6,0,5,0,0,0,0,0,5,80,3412,86,38,302,306,93,112,47,109,4,40,0,5,0,73,679,0,4,24,0,0,24
1858_Dumas-Alexandre-Pere_Jane.xml,Jane    ,"Dumas, Alexandre Père",1858,empty,31191,0,0,12,1137,1471,15,3252,1675,1314,908,302,315,41,100,14,184,135,840,2774,154,8,7,24,9,6,6,3,0,1,0,0,0,0,0,4,88,3119,116,25,289,141,131,91,32,41,0,3,3,10,8,82,747,3888,125,161,17,388,171,159,98,34,41,4,26,1,19,18,108,846,2138,117,128,8,239,97,81,56,15,15,4,7,0,15,10,54,523,3119,179,16,353,145,109,77,20,23,4,9,0,17,17,76,642,0,0,12,0,0,11
1954_Simon-Claude_Le-sacre-du-printemps.xml,Le sacre du printemps    ,"Simon, Claude",1954,empty,94782,0,2,4,1386,3456,27,8916,7503,4982,3113,1169,1110,137,480,57,620,169,2006,6137,27632,688,1280,21,2852,2443,1181,794,397,247,22,210,19,373,66,720,2825,9478,592,14,958,808,403,246,111,52,2,71,7,108,20,237,1435,22781,400,1029,21,2155,1691,1133,658,233,260,76,27,7,103,72,476,2594,27200,155,732,36,2402,2233,1449,977,343,344,27,149,24,105,28,552,3283,9478,221,41,810,879,437,362,133,82,15,69,18,51,19,230,1590,0,2,4,0,0,4
1843_Sue-Eugene_Les-Mystere-de-Paris-Tome-I.xml,Les Mystère de Paris - Tome I    ,"Sue, Eugène",1843,empty,134966,1,2,43,3844,4069,23,12788,8352,7302,3765,1322,1483,147,502,18,1166,353,3164,6475,3339,100,111,19,317,199,186,80,33,30,3,5,0,28,26,77,823,13496,408,32,1308,787,699,335,145,83,12,70,3,157,50,300,1891,2482,67,86,26,248,176,96,69,27,27,6,2,0,27,3,59,597,2075,56,48,22,184,155,116,56,32,15,2,25,1,7,7,38,578,13496,394,33,1317,820,760,354,108,139,12,80,1,68,28,276,2093,1,2,43,0,0,43
1895_France-Anatole_Le-Jardin-d-Epicure.xml,Le Jardin d'Epicure    ,"France, Anatole",1895,empty,38864,0,0,1,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,3886,156,23,303,242,217,130,42,39,11,22,1,6,38,117,952,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,3886,149,25,324,270,251,138,40,37,9,15,11,23,16,122,902,0,0,1,0,0,0
1953_Beckett-Samuel_L-Innommable.xml,L'Innommable    ,"Beckett, Samuel",1953,empty,74408,0,0,0,19,2088,34,7177,7308,2507,1709,821,940,445,185,35,1637,76,2818,3940,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,7440,386,18,700,795,263,222,71,66,12,3,8,179,5,298,1020,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,38864,406,1626,21,3061,2501,2428,1419,394,310,110,133,58,164,269,1211,3959,7440,9,796,717,720,179,118,74,119,20,64,3,246,5,353,609,0,0,0,0,0,0
1892_Renard-Jules_L-Ecornifleur.xml,L'Écornifleur    ,"Renard, Jules",1892,empty,46178,0,1,53,2055,2427,15,4799,2644,1994,1189,530,228,40,245,27,570,237,968,4146,771,38,37,18,75,46,27,13,9,4,0,3,0,14,12,13,282,4617,236,18,470,252,194,108,47,17,1,22,0,51,51,86,1016,843,21,32,24,94,45,37,25,9,4,1,5,0,11,4,20,338,932,55,50,13,80,64,40,19,11,2,0,9,0,13,9,19,319,4617,263,16,434,302,200,100,54,22,8,24,0,43,43,121,977,0,1,53,0,1,53
1938_Nizan-Paul_La-Conspiration.xml,La Conspiration    ,"Nizan, Paul",1938,empty,78654,0,3,24,1181,2338,28,7174,4780,3774,2174,668,1026,260,283,42,313,182,1704,6001,4698,53,99,47,374,287,246,154,49,55,25,10,4,3,11,91,1172,7865,167,46,643,483,424,252,74,98,41,31,6,4,12,159,1720,3383,48,77,38,261,146,192,106,24,31,17,12,0,6,0,51,945,2151,24,52,35,221,126,106,53,13,69,4,4,0,2,2,48,627,7865,242,31,786,484,330,176,66,102,11,24,4,97,13,189,1536,0,3,8,0,0,2
1964_Simenon-Georges_Maigret-et-le-fantome.xml,Maigret et le fantôme    ,"Simenon, Georges",1964,empty,42059,0,0,7,1847,1279,14,3961,2886,1661,985,361,502,55,175,12,231,51,1266,3173,5933,318,240,13,564,346,210,110,55,79,10,26,0,22,8,176,1081,4205,180,22,389,228,162,68,36,52,8,5,0,8,7,108,919,5851,271,200,15,543,451,265,153,58,54,6,7,4,48,7,182,1094,5395,257,109,10,526,376,187,119,42,65,2,14,0,45,8,197,963,4205,65,63,419,297,147,98,31,51,1,11,0,34,8,151,837,0,0,7,0,0,7
1945_Bealu-Marcel_L-Experience-de-la-nuit.xml,L'Experience de la nuit    ,"Béalu, Marcel",1944,empty,61508,0,3,104,229,2465,23,6071,3755,3300,1361,567,309,76,197,37,801,156,1196,5029,518,2,22,23,46,26,28,8,4,2,0,1,0,9,1,7,247,6150,239,24,635,399,307,128,49,30,8,29,2,91,6,110,1328,403,2,20,18,40,25,22,7,7,5,0,0,0,4,0,13,179,671,2,20,32,63,27,40,13,8,3,1,0,0,6,0,13,271,6150,208,28,575,384,328,136,50,29,8,32,1,66,22,105,1357,0,3,104,0,3,0
1962_Simenon-Georges_Maigret-et-les-braves-gens.xml,Maigret et les braves gens    ,"Simenon, Georges",1961,empty,42573,0,0,8,1905,1627,15,4060,3193,1502,975,387,532,53,211,28,190,83,1458,2712,5387,261,193,14,512,343,206,110,49,49,6,24,2,23,10,210,910,4257,148,27,396,262,157,93,37,46,5,12,2,19,9,167,797,5873,284,222,15,583,458,195,151,56,95,7,25,2,22,6,204,978,528,20,17,21,49,31,17,10,4,8,0,2,0,0,0,17,232,4257,102,39,417,361,129,88,39,89,4,13,0,35,18,145,783,0,0,8,0,0,8
1944_Aragon-Louis_Aurelien.xml,Aurélien    ,"Aragon, Louis",1944,empty,253977,0,0,87,3478,10433,17,23242,17928,11028,5272,2543,3092,264,1739,52,1036,311,6544,9050,8402,47,290,26,606,544,321,220,71,71,5,30,1,58,28,224,1278,25397,922,26,2047,1748,1130,639,240,288,21,153,10,109,39,654,2831,3999,26,162,21,354,236,215,67,50,53,4,29,0,3,1,87,962,1729,16,83,17,173,104,71,35,18,18,7,8,0,2,3,49,478,25397,1135,21,2198,1652,1104,475,248,296,37,95,2,47,42,616,2829,0,0,47,0,0,0
1988_Michon-Pierre_Vie-de-Joseph-Roulin.xml,Vie de Joseph Roulin    ,"Michon, Pierre",1988,empty,16775,0,0,0,35,261,64,1326,1188,1040,699,217,378,45,35,3,20,18,429,2215,8402,47,290,26,606,544,321,220,71,71,5,30,1,58,28,224,1278,1677,28,58,141,117,106,75,24,41,4,9,0,6,4,46,511,3999,26,162,21,354,236,215,67,50,53,4,29,0,3,1,87,962,1729,16,83,17,173,104,71,35,18,18,7,8,0,2,3,49,478,1677,31,54,137,116,108,56,24,37,5,0,0,2,1,49,516,0,0,0,0,0,0
1947_Simenon-Georges_La-pipe-de-Maigret.xml,La pipe de Maigret    ,"Simenon, Georges",1946,empty,54686,2,0,12,2094,2929,13,5159,3895,2248,1308,486,747,64,186,3,288,81,1631,3605,5496,209,226,15,525,381,249,119,45,71,6,40,0,22,5,166,1071,5468,224,22,521,381,248,118,45,69,6,39,0,22,5,166,1069,5506,211,304,14,516,370,221,113,52,78,5,42,0,23,12,194,904,2138,76,113,13,206,174,73,45,20,28,1,0,0,18,0,65,529,5468,325,15,534,405,228,120,50,66,6,6,0,23,11,145,963,2,0,12,0,0,12
2001_Modiano-Patrick_La-Petite-Bijou.xml,La Petite Bijou    ,"Modiano, Patrick",2001,empty,39747,0,0,0,708,2252,15,3296,2430,1479,1078,343,254,41,368,15,437,112,1084,2467,5496,209,226,15,525,381,249,119,45,71,6,40,0,22,5,166,1071,3974,224,16,315,215,151,108,36,20,4,72,1,34,12,124,751,5506,211,304,14,516,370,221,113,52,78,5,42,0,23,12,194,904,2138,76,113,13,206,174,73,45,20,28,1,0,0,18,0,65,529,3974,232,16,318,254,124,104,29,21,4,35,2,49,3,113,725,0,0,0,0,0,0
1997_Vargas-Fred_Sans-feu-ni-lieu.xml,Sans feu ni lieu    ,"Vargas, Fred",1997,empty,81865,0,0,44,2964,5387,13,8426,5230,3287,2021,528,898,83,166,19,347,37,2040,4582,1279,19,69,17,123,82,47,24,4,26,0,0,1,0,0,36,389,8186,565,13,874,543,324,170,55,86,9,46,8,37,1,235,1183,2937,108,204,12,285,205,141,77,16,35,1,1,0,6,0,80,694,305,13,12,7,24,25,15,5,0,5,0,1,0,2,0,6,111,8186,458,16,796,419,326,246,34,87,6,19,0,13,0,142,1539,0,0,0,0,0,44
