ref,title,author,date,canon_degree,glob_word,glob_book,glob_part,glob_chapter,glob_paragraph,glob_sentence,glob_av_word_per_sent,glob_verb,glob_adverb,glob_adj,glob_coord,glob_sub,glob_il,glob_ils,glob_elle,glob_elles,glob_je,glob_nous,glob_etat,glob_voc,first_word,first_paragraph,first_sentence,first_av_word_per_sent,first_verb,first_adverb,first_adj,first_coord,first_sub,first_il,first_ils,first_elle,first_elles,first_je,first_nous,first_etat,first_voc,first_ten_word,first_ten_sentence,first_ten_av_word_per_sent,first_ten_verb,first_ten_adverb,first_ten_adj,first_ten_coord,first_ten_sub,first_ten_il,first_ten_ils,first_ten_elle,first_ten_elles,first_ten_je,first_ten_nous,first_ten_etat,first_ten_voc,mid_word,mid_paragraph,mid_sentence,mid_av_word_per_sent,mid_verb,mid_adverb,mid_adj,mid_coord,mid_sub,mid_il,mid_ils,mid_elle,mid_elles,mid_je,mid_nous,mid_etat,mid_voc,last_word,last_paragraph,last_sentence,last_av_word_per_sent,last_verb,last_adverb,last_adj,last_coord,last_sub,last_il,last_ils,last_elle,last_elles,last_je,last_nous,last_etat,last_voc,last_ten_word,last_ten_sentence,last_ten_av_word_per_sent,last_ten_verb,last_ten_adverb,last_ten_adj,last_ten_coord,last_ten_sub,last_ten_il,last_ten_ils,last_ten_elle,last_ten_elles,last_ten_je,last_ten_nous,last_ten_etat,last_ten_voc,titled_books,titled_parts,titled_chapters,numbered_books,numbered_parts,numbered_chapters
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre-Tome-I-La-Nourisseuse-d-enfants.xml,Rocambole - Les Misères de Londre- Tome I - La Nourisseuse d'enfants    ,"Ponson du Terrail, Pierre",1868,empty,62046,1,1,41,3528,3074,11,6636,3383,3092,2094,482,640,64,318,10,333,194,1479,3533,1680,59,60,17,136,86,107,62,11,14,2,7,0,4,4,32,467,6204,277,21,604,347,377,216,36,45,7,31,1,28,14,109,1093,1670,84,74,13,184,102,87,49,17,21,5,6,0,8,15,36,410,1459,92,78,10,176,73,58,45,13,19,2,10,0,7,14,46,349,6204,340,17,687,319,268,188,37,56,4,57,0,25,23,140,903,1,1,20,1,0,0
1895_Gide-Andre_Paludes.xml,Paludes    ,"Gide, André",1895,empty,22519,0,0,8,661,853,20,2772,1949,889,603,199,203,37,71,11,425,149,682,2283,1797,85,82,14,212,128,74,48,16,29,0,1,1,29,5,60,482,2251,101,21,261,158,82,61,18,31,0,1,2,34,9,68,565,512,31,25,9,50,60,25,12,1,3,3,0,0,11,6,12,205,76,3,2,-20,8,4,3,4,0,0,0,0,0,1,0,1,47,2251,74,28,294,167,92,66,21,7,5,4,1,34,29,55,578,0,0,8,0,0,0
1944_Camus-Albert_Le-premier-homme.xml,Le premier homme    ,"Camus, Albert",1944,empty,97256,0,2,13,1214,3877,24,8558,5626,5176,3714,629,1155,249,379,39,161,52,1958,6240,2622,14,112,21,249,163,161,92,9,55,0,4,1,1,0,61,686,9725,542,16,1008,576,525,320,42,99,6,31,2,27,4,182,1620,12927,61,460,26,1205,701,645,490,104,164,33,36,5,16,6,233,2022,10527,605,749,11,863,613,474,344,70,122,20,41,4,72,28,269,1753,9725,699,12,813,577,444,317,63,116,17,33,4,71,24,252,1666,0,2,13,0,1,8
1843_Sand-George_Consuelo.xml,Consuelo,"Sand, George",,empty,399071,0,0,106,5242,12309,28,39137,25069,20391,15719,3964,3814,416,2949,110,2823,1003,8987,9136,1728,26,48,36,147,116,119,72,15,11,0,24,2,8,0,33,522,39907,1194,32,3692,2715,2274,1584,441,385,24,307,22,302,85,954,3585,6163,33,157,36,518,306,375,275,61,41,9,21,1,33,6,129,1293,2678,39,102,23,292,176,128,97,25,25,3,19,0,17,10,60,693,39907,1264,30,3846,2518,1816,1445,343,428,35,206,13,257,108,936,3698,0,0,65,0,0,0
1961_San-Antonio_De-A-jusqu-a-Z.xml,De A jusqu'à Z    ,San-Antonio,1960,empty,45431,0,0,17,1909,1674,12,4435,2406,2260,937,439,338,37,137,14,520,110,1104,5461,2916,46,98,18,218,147,162,67,33,18,0,2,0,25,3,86,903,4543,153,28,380,230,246,109,50,41,0,4,0,57,5,132,1216,2663,148,76,13,256,135,123,61,17,13,2,27,0,16,12,66,809,277,13,12,6,36,13,17,9,0,5,0,3,0,4,2,7,137,4543,165,25,493,213,217,97,32,27,8,13,3,48,27,121,1185,0,0,17,0,0,0
1994_Rolin-Olivier_Port-Soudan.xml,Port-Soudan    ,"Rolin, Olivier",1994,empty,28204,0,0,13,107,724,37,2307,1924,1523,760,288,252,41,215,24,145,94,702,3951,1579,7,66,22,139,92,93,30,16,6,0,4,0,14,10,30,546,2820,114,23,244,161,182,61,27,8,3,12,0,17,10,45,890,2788,10,49,52,219,205,144,79,28,29,0,37,3,11,2,74,779,3306,11,118,26,267,252,150,80,40,25,6,23,1,40,33,85,832,2820,101,27,228,204,131,67,34,20,4,17,1,32,32,66,768,0,0,0,0,0,13
1870_Daudet-Alphonse_Le-Nabab.xml,Le Nabab    ,"Daudet, Alphonse",1871,empty,161226,0,0,25,2079,4119,33,13650,8303,11177,4146,1475,1296,150,507,41,571,223,2770,8594,8104,139,219,31,683,406,590,209,56,53,3,17,1,41,9,121,1707,16122,428,36,1317,751,1117,416,137,133,8,21,1,66,20,254,2713,5150,94,129,28,474,322,335,120,56,32,2,43,2,28,9,138,1169,5126,52,130,33,414,212,375,130,36,31,0,6,5,4,2,65,1388,16122,409,38,1398,819,1077,416,147,120,4,40,5,89,15,282,2759,0,0,25,0,0,25
1953_de-La-Varende-Jean_L-Homme-aux-gants-de-toile.xml,L'Homme aux gants de toile    ,"de La Varende, Jean",1953,empty,125333,0,4,31,2308,4953,20,12916,7753,7168,3455,1139,1353,173,770,47,339,147,2390,7980,3600,51,125,23,366,198,248,116,34,53,4,4,2,1,1,56,1069,12533,472,25,1292,683,791,356,111,142,14,69,4,11,3,201,2480,4013,50,147,24,369,271,230,146,33,98,0,12,1,2,0,105,1027,7515,187,324,18,832,504,407,168,54,95,8,44,2,29,13,166,1440,12533,533,22,1392,870,649,301,91,139,15,69,2,68,28,277,1962,0,4,31,0,0,31
2010_Despentes-Virginie_Apocalypse-bebe.xml,Apocalypse bébé    ,"Despentes, Virginie",2010,empty,117325,0,1,8,1504,6440,16,11080,7916,5268,2291,1048,952,294,1888,131,690,114,3454,6629,13217,202,681,16,1209,966,644,266,130,146,12,196,8,75,23,359,2062,11732,553,20,1167,768,556,219,101,139,22,110,0,113,9,281,1942,18501,274,1093,15,1727,1307,802,370,146,174,46,342,22,112,22,589,2240,24978,298,1446,15,2337,1602,1031,472,205,155,78,396,29,138,12,815,2898,11732,662,16,1072,736,487,224,85,48,31,134,8,111,8,411,1853,0,1,8,0,0,0
1874_Gobineau-Joseph-Arthur-(de)_Les-Pleiades.xml,Les Pléiades    ,"Gobineau, Joseph Arthur (de)",1874,empty,136533,0,4,30,1788,4070,29,13686,10108,6495,4512,1279,1631,146,1143,62,1329,287,3654,6352,4168,60,103,31,350,247,286,157,41,19,1,8,0,43,51,90,1113,13653,319,41,1139,838,848,445,107,94,25,23,3,144,93,326,2386,3736,33,108,29,361,290,202,111,24,38,3,32,3,41,2,111,930,5785,66,176,29,585,403,282,172,57,105,6,24,1,35,2,153,1221,13653,420,31,1365,1018,620,457,147,195,17,133,6,91,12,353,1947,0,4,30,0,0,30
1950_Bernanos-Georges_Un-mauvais-reve.xml,Un mauvais rêve    ,"Bernanos, Georges",1950,empty,67185,0,2,11,1816,1941,25,6155,5177,4211,1552,598,521,87,564,19,362,183,1288,5142,3755,30,76,36,304,289,258,92,39,30,6,31,2,15,30,76,1008,6718,146,44,552,507,437,152,70,52,20,36,2,42,45,141,1434,6902,163,177,27,627,510,449,172,59,80,13,16,1,41,12,118,1528,6640,82,181,30,579,453,450,118,57,15,1,148,4,1,2,108,1449,6718,184,35,587,458,453,120,57,15,1,150,4,1,2,109,1456,0,2,1,0,0,0
1957_Pagnol-Marcel_La-Gloire-de-mon-pere.xml,La Gloire de mon père    ,"Pagnol, Marcel",1957,empty,56617,1,0,0,233,2246,23,5374,3087,2763,1865,447,609,92,144,23,611,279,1240,4732,56617,233,2246,23,5374,3087,2763,1865,447,609,92,144,23,611,279,1240,4732,5661,182,30,452,315,296,204,37,70,25,29,1,21,16,161,1326,56617,233,2246,23,5374,3087,2763,1865,447,609,92,144,23,611,279,1240,4732,56617,233,2246,23,5374,3087,2763,1865,447,609,92,144,23,611,279,1240,4732,5661,206,26,556,280,255,188,42,74,7,4,3,65,32,111,1126,1,0,0,0,0,0
1928_Colette_La-naissance-du-jour.xml,La naissance du jour    ,Colette,1928,empty,42883,0,0,9,671,1294,25,3839,2832,2689,1195,395,216,43,198,19,488,129,870,4618,784,12,14,27,74,44,47,30,5,2,0,7,0,18,0,13,296,4288,98,42,376,267,275,137,40,18,7,16,2,53,6,87,1146,10093,160,311,27,855,672,655,257,97,40,12,45,8,95,11,210,1965,5488,53,195,23,508,330,337,138,47,28,3,37,1,83,11,106,1299,4288,150,27,407,273,251,104,39,21,3,34,1,70,7,83,1085,0,0,1,0,0,0
1913_Gourmont-Remy-de_La-petite-ville.xml,La petite ville    ,"Gourmont, Remy de",1913,empty,8205,0,2,0,74,329,22,579,598,521,285,66,81,20,26,7,22,16,273,1645,6499,38,265,22,460,470,425,223,57,66,9,25,4,17,15,207,1395,820,29,26,52,43,62,29,2,9,0,2,0,2,0,26,295,1539,11,61,23,109,122,86,59,9,11,11,1,3,5,1,61,498,1539,11,61,23,109,122,86,59,9,11,11,1,3,5,1,61,498,820,31,25,56,56,48,28,5,10,0,1,0,3,0,33,318,0,2,0,0,0,0
1941_Blanchot-Maurice_Thomas-l-Obscur.xml,Thomas l'Obscur    ,"Blanchot, Maurice",1941,empty,30100,0,0,12,57,1031,28,2992,2060,1673,815,324,375,56,498,4,138,20,893,2764,1200,9,43,24,134,83,55,31,18,38,1,1,0,0,0,37,403,3010,114,25,323,239,144,89,38,95,1,8,1,0,0,94,745,1593,9,45,31,171,115,68,49,25,28,1,61,0,1,0,48,437,1639,4,68,23,180,65,91,41,18,8,27,4,0,0,0,28,531,3010,141,20,280,149,171,66,31,19,27,5,0,28,8,100,756,0,0,1,0,0,0
1998_Germain-Sylvie_Tobie-des-marais.xml,Tobie des marais    ,"Germain, Sylvie",1998,empty,63621,0,0,10,563,2337,25,5738,3329,3234,2232,423,767,106,506,25,90,50,1256,5425,8674,74,360,22,856,450,473,298,62,121,2,57,3,6,2,179,1734,6362,271,22,653,345,351,214,51,93,0,44,2,5,2,124,1383,4134,39,161,24,388,198,209,150,20,51,12,12,2,11,15,69,1095,1266,16,51,25,143,65,54,45,8,21,0,2,0,2,5,19,443,6362,261,23,607,343,271,236,48,101,6,30,1,12,12,149,1411,0,0,10,0,0,0
1965_San-Antonio_La-rate-au-court-bouillon.xml,La rate au court bouillon    ,San-Antonio,1965,empty,63267,0,0,20,1933,2154,15,6055,3242,3076,1357,642,376,92,199,14,681,164,1554,6514,3747,119,126,15,341,181,187,75,39,18,8,16,2,36,14,88,1077,6326,219,27,552,327,321,141,67,31,12,26,3,69,21,137,1575,3164,166,85,13,342,193,140,66,31,21,3,7,2,31,13,82,881,425,24,13,10,48,23,18,7,7,2,1,1,0,4,0,7,194,6326,261,23,660,314,246,138,63,41,12,5,1,84,9,136,1401,0,0,20,0,0,17
1936_Celine-Louis-Ferdinand_Mort-a-credit.xml,Mort à crédit    ,"Céline, Louis Ferdinand",1936,empty,265627,0,0,0,2363,25802,8,23848,18366,11600,3770,2328,2835,811,1331,100,1657,831,7549,10898,3747,119,126,15,341,181,187,75,39,18,8,16,2,36,14,88,1077,26562,2397,10,2494,1554,1084,317,238,270,70,212,28,183,66,775,3460,3164,166,85,13,342,193,140,66,31,21,3,7,2,31,13,82,881,425,24,13,10,48,23,18,7,7,2,1,1,0,4,0,7,194,26562,3355,6,2476,2099,946,417,260,285,97,100,9,165,71,883,2706,0,0,0,0,0,0
2000_Djian-Philippe_Vers-chez-les-blancs.xml,Vers chez les blancs    ,"Djian, Philippe",1984,empty,116133,0,0,0,2577,6344,16,11756,8364,5048,3306,988,783,120,686,24,1436,562,2755,6647,3747,119,126,15,341,181,187,75,39,18,8,16,2,36,14,88,1077,11613,720,15,1189,839,466,357,83,59,20,97,1,120,56,267,1896,3164,166,85,13,342,193,140,66,31,21,3,7,2,31,13,82,881,425,24,13,10,48,23,18,7,7,2,1,1,0,4,0,7,194,11613,647,16,1244,811,461,339,78,72,5,85,1,139,56,277,1947,0,0,0,0,0,0
2008_Riboulet-Mathieu_L-Amant-Des-Morts.xml,L'Amant Des Morts    ,"Riboulet, Mathieu",2008,empty,29922,0,0,5,195,811,34,2544,1820,1719,797,169,317,52,142,68,2,106,587,3729,5833,38,163,32,489,330,347,166,23,68,14,50,4,0,2,97,1353,2992,81,35,246,146,180,97,14,36,8,27,3,0,0,48,857,6524,39,185,32,606,406,354,150,37,67,7,20,21,0,23,144,1412,4704,46,127,33,374,256,245,126,24,37,9,17,9,1,52,109,1152,2992,76,36,236,163,167,77,17,28,3,4,1,1,40,67,834,0,0,5,0,0,5
1947_Camus-Albert_La-peste.xml,La peste    ,"Camus, Albert",1947,empty,99691,0,0,5,1619,4796,19,9676,6350,4561,3226,667,1349,336,226,40,257,152,2612,5235,19640,418,1021,17,1905,1187,989,597,128,305,34,33,2,42,17,505,2374,9969,523,18,919,574,529,301,53,132,18,15,0,23,7,240,1638,6702,35,226,28,527,426,342,235,39,46,52,14,4,0,10,172,1331,14262,190,643,22,1392,885,589,478,98,193,57,48,9,12,4,367,1877,9969,476,19,986,601,395,329,61,146,43,20,4,10,4,243,1484,0,0,0,0,0,0
1858_Ponson-du-Terrail-Pierre_Rocambole-Le-Club-des-valets-de-coeur-Tome-I.xml,Rocambole - Le Club des valets-de-cœur - Tome I    ,"Ponson du Terrail, Pierre",1858,empty,164326,1,0,51,6577,6229,18,17350,8449,8298,5320,1249,1374,45,1277,21,1010,262,3888,5883,3853,110,101,23,336,180,260,138,34,24,10,8,0,16,8,102,933,16432,576,27,1515,771,953,508,118,134,13,55,5,103,43,421,2253,3552,83,93,27,362,141,170,126,20,52,1,31,1,7,1,69,796,3222,103,127,18,323,132,146,94,27,22,0,23,0,12,6,93,744,16432,733,21,1750,929,784,477,117,124,4,87,3,146,27,440,1958,1,0,27,0,0,0
1899_Boylesve-Rene_Mademoiselle-Clocque.xml,Mademoiselle Clocque    ,"Boylesve, René",1899,empty,84485,0,0,17,1962,3746,17,8089,5007,4229,2096,665,738,69,655,98,299,189,2052,5643,957,17,37,25,88,58,51,31,7,15,0,9,0,2,1,21,357,8448,305,26,728,470,504,251,54,72,10,60,0,12,7,191,1735,6869,100,290,20,633,453,344,182,62,72,9,75,10,29,22,207,1297,2041,50,105,15,227,94,110,52,11,12,0,22,1,5,1,42,618,8448,440,18,923,490,366,190,68,70,2,94,22,42,13,195,1417,0,0,17,0,0,17
1910_Zevaco-Michel_Triboulet.xml,Triboulet    ,"Zévaco, Michel",1910,empty,142345,0,0,55,6172,5371,13,15703,7729,6499,3576,1009,1376,122,530,8,887,349,3695,5729,1683,71,47,16,175,80,91,40,19,16,1,8,0,8,1,31,532,14234,429,32,1591,675,745,299,106,127,7,68,0,76,11,329,1912,2369,102,64,12,243,129,102,70,20,38,1,7,0,16,4,59,629,2753,109,133,12,310,187,109,77,16,17,0,8,0,23,7,82,646,14234,609,22,1574,787,541,363,109,144,6,77,0,108,41,376,1810,0,0,55,0,0,55
1881_Valles-Jules_L-Enfant.xml,L'Enfant    ,"Vallès, Jules",1881,empty,100992,0,0,25,3897,3921,16,9841,5408,3606,2936,1251,926,160,519,37,1382,285,2601,5404,2983,69,107,20,265,149,125,101,22,25,5,28,1,30,7,102,663,10099,329,29,919,442,448,323,113,97,26,66,7,121,14,246,1531,2561,110,121,13,278,133,66,61,24,16,3,17,1,41,1,66,592,3431,162,180,14,338,241,85,98,48,47,8,3,0,61,7,106,645,10099,476,19,977,595,283,277,138,132,13,14,2,142,34,297,1409,0,0,25,0,0,25
1923_Malot-Hector_Romain-Kalbris.xml,Romain Kalbris    ,"Malot, Hector",1923,empty,79549,0,0,13,2029,2597,23,8370,5374,2768,2278,922,915,108,406,27,1247,602,2320,4399,1901,19,46,34,144,103,57,53,21,28,5,12,3,9,11,74,514,7954,225,34,699,424,292,234,95,131,20,29,8,45,32,249,1409,4345,88,128,30,465,300,145,113,56,44,3,13,1,108,5,102,900,5042,130,170,23,488,316,169,144,55,76,3,67,2,53,26,151,923,7954,271,28,824,541,264,239,80,112,7,73,2,116,28,242,1232,0,0,2,0,0,0
1948_Barjavel-Rene_Le-diable-l-emporte.xml,Le diable l'emporte    ,"Barjavel, René",1948,empty,82916,0,3,52,1237,3795,18,7830,4165,4072,2221,471,605,155,500,96,104,40,1810,5939,2085,43,101,19,226,91,94,58,8,9,6,34,0,2,0,35,563,8291,395,19,768,360,416,216,46,69,13,60,5,3,4,150,1670,789,14,41,16,79,58,35,14,7,4,2,7,0,3,3,26,288,8970,157,455,16,956,414,393,248,60,84,6,78,3,9,5,208,1483,8291,416,18,902,381,354,232,56,80,6,78,3,9,5,191,1409,0,3,0,0,0,52
1993_Villard-Marc_La-porte-de-derriere.xml,La porte de derrière    ,"Villard, Marc",1993,empty,36806,0,0,16,1346,2272,13,3622,1640,1547,821,169,292,28,157,1,173,13,723,4247,821,27,38,19,80,25,41,25,4,3,1,16,0,4,0,13,355,3680,177,19,358,142,199,84,13,24,3,29,0,13,0,59,1135,2036,105,129,12,202,88,89,42,10,16,3,7,0,11,2,48,599,1270,49,79,14,135,60,54,22,5,16,4,1,0,7,2,39,425,3680,219,15,363,170,137,73,21,38,4,20,0,17,2,94,927,0,0,16,0,0,16
1990_Beigbeder-Frederic_Marc-Marronnier-Tome-1-Memoires-d-un-jeune-homme-derange.xml,Marc Marronnier - Tome 1 - Mémoires d'un jeune homme dérangé    ,"Beigbeder, Frédéric",1990,empty,20200,0,5,0,329,1182,15,1741,1230,960,460,134,110,24,65,9,185,92,576,3450,8013,131,444,16,693,507,404,191,43,55,14,19,5,90,27,196,1879,2020,118,15,160,132,119,50,8,27,1,0,0,7,3,57,680,4617,88,306,13,423,323,206,105,30,33,2,24,0,31,28,161,1183,1915,26,101,15,168,98,107,44,14,8,1,4,4,18,7,65,647,2020,108,17,184,103,110,45,16,9,1,4,4,20,7,65,678,0,5,0,0,0,0
1995_Echenoz-Jean_Les-Grandes-Blondes.xml,Les Grandes Blondes    ,"Échenoz, Jean",1994,empty,62149,0,0,28,900,2946,19,6104,4413,3327,1258,495,443,71,358,27,208,33,1133,5820,1225,22,57,19,113,86,64,39,8,3,3,3,0,7,0,17,443,6214,271,21,582,429,367,133,51,51,5,30,0,20,1,105,1506,2324,21,79,27,160,136,177,59,22,11,1,14,4,0,0,22,775,2313,23,103,20,198,151,121,48,19,21,6,11,0,4,2,51,673,6214,304,19,648,459,288,117,58,82,8,25,4,16,6,137,1285,0,0,0,0,0,28
1884_Darien-Georges_Le-Voleur.xml,Le Voleur    ,"Darien, Georges",1884,empty,161936,0,0,30,2654,6301,22,15408,11667,7364,4681,1484,1275,279,610,89,1938,520,4689,7617,4677,119,212,17,430,337,199,111,56,46,7,4,0,54,6,157,985,16193,630,24,1415,1227,803,469,163,173,26,24,2,191,26,511,2463,4063,91,162,22,378,290,172,120,32,35,11,22,1,53,15,128,928,2726,19,94,26,233,167,123,83,29,22,1,5,3,16,8,86,756,16193,732,21,1581,1084,683,402,156,114,17,90,11,162,40,495,2244,0,0,30,0,0,30
1975_Modiano-Patrick_Villa-Triste.xml,Villa Triste    ,"Modiano, Patrick",1975,empty,50120,0,0,13,1029,2964,14,4452,2448,2446,1611,294,306,42,222,11,339,328,923,4375,2098,17,121,16,168,92,118,66,12,15,2,5,0,0,2,32,693,5012,286,16,425,227,269,157,23,25,4,14,2,36,12,71,1238,10066,198,600,13,877,465,490,328,62,62,8,48,3,63,48,191,1699,5289,151,364,12,470,305,233,155,32,21,3,20,1,47,43,101,1165,5012,344,13,446,285,225,150,30,21,3,13,1,42,42,98,1134,0,0,2,0,0,0
2008_Musso-Guillaume_Je-reviens-te-chercher.xml,Je reviens te chercher    ,"Musso, Guillaume",2008,empty,90974,0,3,39,3511,2612,16,8808,5059,4168,2350,569,1061,63,461,13,349,136,2128,6885,1121,62,24,14,91,69,42,37,3,3,2,0,0,0,0,22,394,9097,236,37,809,514,490,246,60,117,3,26,0,14,14,200,2033,2108,64,58,17,231,78,90,48,10,23,0,5,1,0,6,45,722,1016,41,26,18,53,39,56,27,7,1,0,1,3,0,1,24,445,9097,268,32,880,456,416,268,57,72,7,31,3,48,17,207,1948,0,3,39,0,0,37
1859_Dumas-Alexandre_Les-Louves-de-Machecoul.xml,Les Louves de Machecoul,"Dumas, Alexandre Père",1859,empty,320231,0,0,90,10217,9674,23,32893,18432,12016,9168,3029,4162,462,1199,178,2058,1118,7840,8185,3220,103,100,24,277,149,129,96,29,35,1,11,0,1,7,93,777,32023,875,35,2878,1802,1472,978,318,464,36,76,79,102,58,833,3220,1582,55,45,17,175,113,54,44,12,21,5,0,0,8,16,25,466,2080,96,83,12,238,90,95,58,7,7,0,28,1,6,5,43,512,32023,900,34,3514,1662,1145,853,324,440,22,194,17,252,102,733,2707,0,0,90,0,0,89
1869_Stolz-Madame-de_La-Maison-roulante.xml,La Maison roulante    ,"Stolz, Madame de",2013,empty,58276,0,0,19,19,1804,31,5693,3715,3246,1846,650,855,50,412,10,256,55,1444,3824,1428,1,38,37,101,64,98,48,14,7,1,15,0,0,1,24,452,5827,170,33,513,326,319,192,55,59,14,29,3,19,11,116,1205,3002,1,95,30,355,219,139,92,49,56,1,22,0,32,3,80,616,3370,1,120,27,330,177,174,107,27,31,0,28,0,17,5,81,793,5827,194,28,584,313,303,192,49,55,1,52,2,26,6,140,1082,0,0,19,0,0,18
1985_Millet-Richard_Sept-passions-singulieres.xml,Sept passions singulières    ,"Millet, Richard",1985,empty,44491,0,0,19,325,982,42,4638,3289,2248,1385,416,518,80,425,23,419,235,932,3695,459,6,11,31,39,24,42,11,2,2,0,1,1,0,0,11,215,4449,76,57,466,352,209,134,48,38,1,84,2,43,61,95,937,459,5,11,42,35,33,29,11,4,1,0,1,3,9,0,10,225,278,1,12,23,23,11,24,9,5,0,1,0,0,8,2,10,130,4449,128,33,426,293,239,116,47,18,10,31,9,65,9,118,997,0,0,19,0,0,0
1879_Bouvier-Alexis_La-Belle-Grelee.xml,La Belle Grêlée    ,"Bouvier, Alexis",2013,empty,227843,0,4,30,6490,10329,17,25472,12518,9195,5753,1682,2864,195,3097,76,1984,629,7226,5929,6619,192,269,16,735,306,341,177,47,89,2,112,1,14,6,173,1140,22784,971,22,2457,1176,985,577,158,252,15,332,4,179,88,712,2059,2763,82,140,15,306,134,97,61,23,34,3,27,1,13,19,93,602,688,13,22,23,56,22,46,10,5,12,1,2,0,0,2,15,294,22784,1069,20,2701,1097,877,598,141,306,28,349,0,99,78,661,2151,0,4,30,0,0,30
1892_Loti-Pierre_Fantome-d-Orient.xml,Fantôme d'Orient    ,"Loti, Pierre",1892,empty,16986,0,0,7,184,482,31,1361,1193,1101,517,155,80,6,78,6,293,75,360,2022,5417,42,128,37,422,402,361,175,50,22,2,31,2,103,4,128,1099,1698,45,37,133,141,116,59,10,9,0,5,0,42,1,34,543,2913,37,89,27,227,174,189,86,19,15,2,22,2,43,20,46,745,158,5,7,19,16,13,4,4,0,1,0,0,0,1,0,3,83,1698,54,29,151,118,111,58,11,7,0,12,0,35,9,35,490,0,0,1,0,0,0
1942_Camus-Albert_L-etranger.xml,L'étranger    ,"Camus, Albert",1942,empty,38499,0,2,11,208,2197,16,3349,2580,1290,1273,296,567,57,162,8,490,135,1242,2674,5217,29,345,14,434,349,173,152,40,80,14,20,3,55,18,179,895,3849,266,13,320,267,110,109,30,67,14,16,2,44,5,145,716,4382,27,264,15,390,260,152,176,22,68,10,14,0,39,55,132,734,4983,28,275,17,455,409,173,139,51,53,5,14,1,93,3,174,810,3849,217,16,356,334,124,119,44,42,5,10,1,75,3,129,667,0,2,0,0,0,0
1874_Beaugrand-Honore_Anita-souvenirs-d-un-contre-guerillas.xml,"Anita, souvenirs d'un contre-guerillas    ","Beaugrand, Honoré",1873,empty,5435,0,0,8,140,177,21,553,258,219,150,51,22,10,2,0,69,39,94,1133,643,19,18,25,52,28,28,24,8,2,0,0,0,8,7,14,254,543,16,31,43,24,21,18,7,2,0,0,0,7,7,11,227,603,18,19,10,65,33,25,18,6,3,3,0,0,9,6,9,250,907,17,34,24,75,31,31,21,4,6,0,0,0,5,9,11,339,543,21,25,52,21,18,16,1,3,0,0,0,2,9,6,227,0,0,8,0,0,8
1873_Malot-Hector_Clotilde-Martory.xml,Clotilde Martory    ,"Malot, Hector",1873,empty,140824,0,0,61,580,4895,26,14014,9789,4809,4588,1285,1433,250,619,53,2163,728,4810,5619,1705,7,58,27,137,131,85,71,29,13,1,5,0,30,6,55,493,14082,470,28,1226,982,639,502,143,129,15,94,3,208,47,483,1850,2329,9,101,21,263,156,64,88,18,20,13,0,3,31,12,64,558,1031,5,19,41,72,67,52,34,14,14,0,0,1,5,4,28,375,14082,538,25,1393,972,449,397,128,147,12,82,11,219,90,487,1693,0,0,31,0,0,0
1847_Sandeau-Jules_Mademoiselle-de-la-Seigli__re-Volume-1.xml,"  Mademoiselle de la Seiglière, Volume 1 ","Sandeau, Jules",1847,empty,31803,0,0,6,236,935,32,2976,1847,1483,968,281,348,33,128,6,93,149,691,3247,5890,26,155,37,538,364,307,205,53,69,6,22,0,16,31,137,1315,3180,75,40,300,203,166,113,30,31,5,14,0,5,26,79,870,5588,13,171,31,449,321,297,170,51,67,6,40,0,0,2,113,1227,5884,66,198,27,612,341,271,177,51,58,7,19,0,21,34,116,1251,3180,101,30,325,184,142,97,31,33,6,7,0,9,10,49,851,0,0,0,0,0,0
1862_Camp-Maxime-du_L-homme-au-bracelet-d-or.xml,L'homme au bracelet d'or    ,"Camp, Maxime du",2013,empty,48683,0,2,2,347,1504,29,5521,2948,2186,1430,434,809,80,397,14,435,140,1293,3859,15072,130,434,31,1649,944,703,441,158,318,34,133,4,94,35,393,2031,4868,134,35,474,311,286,146,45,125,3,35,2,5,2,137,1080,15316,213,513,25,1739,746,729,439,115,181,36,100,4,57,45,342,2094,15316,213,513,25,1739,746,729,439,115,181,36,100,4,57,45,342,2094,4868,147,31,556,346,198,150,45,68,1,29,0,95,19,173,876,0,2,0,0,0,0
1959_Sarraute-Nathalie_Le-Planetarium.xml,Le Planétarium    ,"Sarraute, Nathalie",1959,empty,92849,0,0,0,326,5604,14,8907,6707,5253,1559,1067,1540,349,1211,58,559,154,2811,5291,15072,130,434,31,1649,944,703,441,158,318,34,133,4,94,35,393,2031,9284,487,17,872,663,574,163,97,130,51,148,6,43,17,270,1511,15316,213,513,25,1739,746,729,439,115,181,36,100,4,57,45,342,2094,15316,213,513,25,1739,746,729,439,115,181,36,100,4,57,45,342,2094,9284,615,14,924,709,493,149,96,167,14,89,3,64,16,260,1476,0,0,0,0,0,0
1900_Colette_Claudine-a-l-ecole.xml,Claudine à l'école    ,Colette,1900,empty,87695,0,0,2,1876,2544,26,8809,6151,5247,2722,732,453,92,562,96,1139,648,1745,5616,33613,716,1063,24,3523,2444,1993,1104,306,199,31,262,38,512,188,690,3234,8769,266,31,807,583,591,309,85,60,8,54,4,105,74,162,1618,53868,1148,1476,27,5269,3702,3244,1612,425,254,61,300,58,627,460,1052,4557,53868,1148,1476,27,5269,3702,3244,1612,425,254,61,300,58,627,460,1052,4557,8769,196,43,899,602,548,262,69,49,18,26,11,102,97,127,1600,0,0,2,0,0,2
