ref,title,author,date,canon_degree,word_count,book_count,part_count,chapter_count,paragraph_count,sentence_count,verb_count,titled_book_count,titled_part_count,titled_chapter_count
2013_Boisgobey-Fortune-du_Les-Mysteres-du-nouveau-Paris-(Tome-2).xml,"Les Mystères du nouveau Paris, (Tome 2)    ","Boisgobey, Fortuné du",2013,empty,104357,0,0,16,43,4599,11308,0,0,4
1891_Malot-Hector_Anie.xml,Anie    ,"Malot, Hector",1891,empty,102714,0,3,39,2823,2776,9521,0,3,5
1897_Allais-Alphonse_Le-bec-en-l-air.xml,Le bec en l'air    ,"Allais, Alphonse",1897,empty,35399,0,0,50,1893,1487,2981,0,0,50
1882_Macaire-Robert-_Memoires-de-Robert-Macaire-ecrits-par-lui-meme-(1882).xml,Mémoires de Robert-Macaire écrits par lui-même (1882)    ,"Raban, Louis-François",1882,empty,99096,0,2,32,2307,3178,9668,0,2,32
1858_Segur-comtesse-de_Les-Petites-Filles-Modeles.xml,Les Petites Filles Modèles    ,"Ségur, comtesse de",1858,empty,60282,0,1,27,307,2920,6726,0,1,27
1869_Stolz-Madame-de_La-Maison-roulante.xml,La Maison roulante    ,"Stolz, Madame de",2013,empty,58276,0,0,19,19,1804,5693,0,0,19
2013_Turpin-de-Sansay-Louis-Adolphe_Le-Veilleur-des-morts.xml,Le Veilleur des morts    ,"Turpin de Sansay, Louis-Adolphe",2013,empty,45289,0,0,18,2587,2716,5052,0,0,18
1790_Sade-Marquis-de_Les-Infortunes-de-la-vertu.xml,Les Infortunes de la vertu    ,"Sade, Marquis de",1790,empty,0,0,0,0,0,0,0,0,0,0
1869_Sand-George_Metella.xml,Metella,,,empty,21879,0,0,2,327,804,2347,0,0,2
1925_Leroux-Gaston_Les-Tenebreuses-I.xml,Les Ténébreuses I    ,"Leroux, Gaston",1925,empty,93798,0,0,23,2886,2964,9717,0,0,23
1834_Sand-George_Leone-Leoni.xml,Leone Leoni,,1834,empty,56389,0,0,24,816,2169,6215,0,0,24
1993_Laurent-Jacques_Croire-a-Noël.xml,Croire à Noël    ,"Laurent, Jacques",1993,empty,33470,0,0,9,788,1867,3226,0,0,9
1894_Louÿs-Pierre_Les-chansons-de-Bilitis.xml,Les chansons de Bilitis    ,"Louÿs, Pierre",1894,empty,23182,0,3,159,927,1130,1977,0,3,159
1962_San-Antonio_San-Antonio-polka.xml,San-Antonio polka    ,San-Antonio,1962,empty,52532,0,0,1,2210,1610,5190,0,0,1
2013_Witt-Henriette-de_Une-soeur.xml,Une soeur    ,"Witt, Henriette de",2013,empty,49983,0,0,26,537,1635,5275,0,0,26
2013_Chazel-Prosper_Histoire-d-un-forestier.xml,Histoire d'un forestier    ,"Chazel, Prosper",2013,empty,82339,0,0,38,40,3299,7647,0,0,38
2013_Fleuriot-Zenaide_Tranquille-et-Tourbillon.xml,Tranquille et Tourbillon    ,"Fleuriot, Zénaïde",2013,empty,57954,0,0,16,16,2505,6119,0,0,16
1847_Gautier-Theophile_Les-roues-innocents.xml,Les roués innocents    ,"Gautier, Théophile",1847,empty,262,1,0,0,15,10,10,1,0,0
1922_Leblanc-Maurice_Le-Cercle-rouge.xml,Le Cercle rouge    ,"Leblanc, Maurice",1922,empty,78231,0,2,35,2992,3880,8684,0,2,35
1944_Simenon-Georges_Le-notaire-de-Chateauneuf.xml,Le notaire de Châteauneuf    ,"Simenon, Georges",1944,empty,13845,0,0,4,534,420,1360,0,0,4
1880_Stapleaux-Leopold_Le-pendu-de-la-Foret-Noire-(1880).xml,Le pendu de la Forêt-Noire (1880)    ,"Stapleaux, Léopold",1880,empty,103052,0,0,19,4324,4062,10148,0,0,19
1877_Feuillet-Octave_Les-amours-de-Philippe-(1877).xml,Les amours de Philippe (1877)    ,"Feuillet, Octave",1877,empty,48658,0,0,12,895,1893,4457,0,0,3
1876_Aimard-Gustave_L-Olonnais.xml,L'Olonnais    ,"Aimard, Gustave",1876,empty,117736,0,0,22,3439,3630,11344,0,0,22
1961_San-Antonio_Ne-mangez-pas-la-consigne.xml,Ne mangez pas la consigne    ,San-Antonio,1961,empty,38355,0,0,9,1586,1284,3633,0,0,9
1898_Bourget-Paul_La-duchesse-bleue.xml,La duchesse bleue    ,"Bourget, Paul",1898,empty,97502,0,0,11,661,3717,8351,0,0,1
1993_Rouaud-Jean_Des-hommes-illustres.xml,Des hommes illustres    ,"Rouaud, Jean",1993,empty,52033,0,0,2,208,1478,4525,0,0,0
1990_Volodine-Antoine_Lisbonne-derniere-marge.xml,Lisbonne dernière marge    ,"Volodine, Antoine",1990,empty,63325,0,7,9,714,2069,4969,0,7,9
1877_Feval-Paul-(pere)_Le-dernier-chevalier.xml,Le dernier chevalier    ,"Féval, Paul (père)",1877,empty,61634,0,0,33,1288,2068,5131,0,0,19
1930_Malraux-Andre_La-voie-royale.xml,La voie royale    ,"Malraux, André",1930,empty,77972,0,4,8,1832,4187,7688,0,4,6
2013_Witt-Henriette-de_La-Petite-fille-aux-grand-meres.xml,La Petite fille aux grand'mères    ,"Witt, Henriette de",2013,empty,59478,0,1,11,462,1979,6264,0,1,11
2013_Gouraud-Julie_Petite-et-grande.xml,Petite et grande    ,"Gouraud, Julie",2013,empty,47784,0,0,16,16,2293,4791,0,0,16
1943_Saint-Exupery-Antoine-de_Le-petit-prince.xml,Le petit prince    ,"Saint-Exupéry, Antoine de",1943,empty,17505,0,0,27,814,1034,1750,0,0,27
1883_Fere-Octave_Les-Mysteres-du-Louvre.xml,Les Mystères du Louvre    ,"Féré, Octave",1883,empty,152126,0,2,58,4577,6227,14480,0,2,58
1973_Vautrin-Jean_a-Bulletins-Rouges.xml,À Bulletins Rouges    ,"Vautrin, Jean",1973,empty,42877,0,0,34,1585,3983,4106,0,0,15
1916_Leblanc-Maurice_L-Eclat-d-obus.xml,L'Éclat d'obus    ,"Leblanc, Maurice",1916,empty,90022,0,2,22,2611,4087,8326,0,2,22
1846_Dumas-Alexandre_Joseph-Balsamo-Memoires-d-un-medecin.xml,Joseph Balsamo. Mémoires d'un médecin,,1846,empty,533069,0,0,172,21751,21288,54696,0,0,172
1910_Roussel-Raymond_Impressions-d-Afrique.xml,Impressions d'Afrique    ,"Roussel, Raymond",1910,empty,95495,0,0,26,2297,3005,8530,0,0,26
1922_Rolland-Romain_L-ame-enchantee-Annette-et-Sylvie-Volume-1.xml,L'âme enchantée - Annette et Sylvie - Volume 1    ,"Rolland, Romain",1922,empty,63177,1,2,0,934,3506,6055,1,2,0
1920_Zevaco-Michel_Le-Pre-aux-clercs.xml,Le Pré aux clercs    ,"Zévaco, Michel",1919,empty,77628,0,0,28,2329,3624,8358,0,0,28
1852_Dumas-Alexandre-Pere_Les-drames-de-la-mer.xml,Les drames de la mer    ,"Dumas, Alexandre Père",1852,empty,60206,0,4,20,1515,1760,5750,0,4,20
1911_Bazin-Rene_Davidee-Birot.xml,Davidée Birot    ,"Bazin, René",1911,empty,94035,0,0,15,1710,3746,8945,0,0,15
2013_Maricourt-Rene-Du-Mesnil_Donatien.xml,Donatien    ,"Maricourt, René Du Mesnil",2013,empty,70323,0,4,16,20,2612,7417,0,4,2
1998_Darrieussecq-Marie_Naissance-des-fantomes.xml,Naissance des fantômes    ,"Darrieussecq, Marie",1998,empty,37289,0,0,9,141,819,3420,0,0,1
1977_Druon-Maurice_Les-Rois-Maudits-L-integrale.xml,Les Rois Maudits - L'intégrale    ,"Druon, Maurice",1977,empty,681900,7,24,210,13991,26418,64571,7,24,210
1946_Simenon-Georges_Maigret-et-l-inspecteur-Malgracieux.xml,Maigret et l'inspecteur Malgracieux    ,"Simenon, Georges",1946,empty,55890,0,0,17,2184,1722,4953,0,0,17
1926_Rosny-aine-J-H_La-Femme-disparue.xml,La Femme disparue    ,"Rosny aîné, J-H",1926,empty,38209,0,0,24,1363,2058,4029,0,0,7
1900_Frechette-Louis_La-Noël-au-Canada.xml,La Noël au Canada    ,"Fréchette, Louis",1900,empty,51291,0,14,17,2013,1606,4445,0,14,17
2013_Erckmann-Chatrian_Contes-des-bords-du-Rhin.xml,Contes des bords du Rhin    ,Erckmann-Chatrian,2013,empty,60751,0,0,10,1682,2396,6169,0,0,10
1920_Zevaco-Michel_Fiorinda-la-belle.xml,Fiorinda la belle    ,"Zévaco, Michel",1920,empty,79058,0,0,30,2451,4012,9288,0,0,30
1854_Barbey-d-Aurevilly-Jules_L-ensorcelee.xml,L'ensorcelée    ,"Barbey d'Aurevilly, Jules",1853,empty,88036,0,0,17,790,2238,7130,0,0,17
2013_Laurie-Andre_La-Vie-de-college-dans-tous-les-temps-et-dans-tous-les-pays.xml,La Vie de collège dans tous les temps et dans tous les pays    ,"Laurie, André",2013,empty,77052,0,0,23,29,3032,7551,0,0,23
2013_Stolz-Madame-de_La-famille-Coquelicot.xml,La famille Coquelicot    ,"Stolz, Madame de",2013,empty,61877,0,0,15,15,2413,5846,0,0,15
1910_Ivoi-Paul-d-_Millionnaire-malgre-lui-(tome-1).xml,Millionnaire malgré lui (tome 1)    ,"Ivoi, Paul d'",1910,empty,72302,0,0,14,19,4198,6876,0,0,14
1899_Mirbeau-Octave_Le-Jardin-des-supplices.xml,Le Jardin des supplices    ,"Mirbeau, Octave",1899,empty,72881,0,2,20,1170,1052,6220,0,2,4
1964_Simenon-Georges_La-patience-de-Maigret.xml,La patience de Maigret    ,"Simenon, Georges",1964,empty,44899,0,0,8,2036,2373,4163,0,0,8
1933_Malraux-Andre_La-Condition-Humaine.xml,La Condition Humaine    ,"Malraux, André",1933,empty,105224,0,7,0,2410,5238,10552,0,7,0
1931_Nizan-Paul_Aden-Arabie.xml,Aden Arabie    ,"Nizan, Paul",1931,empty,38065,0,0,15,356,1411,3001,0,0,3
1898_Ivoi-Paul-d-_Corsaire-Triplex.xml,Corsaire Triplex    ,Ivoi Paul d',1898,empty,143081,0,2,29,5192,7233,14419,0,2,29
1877_Bouvier-Alexis_Le-Domino-rose-par-Alexis-Bouvier-(1877).xml,"Le Domino rose, par Alexis Bouvier (1877)    ","Bouvier, Alexis",1877,empty,92565,0,3,30,3349,3559,10676,0,3,30
1880_Ulbach-Louis_Le-Crime-de-Martial-par-Louis-Ulbach-(1880).xml,"Le Crime de Martial, par Louis Ulbach (1880)    ","Ulbach, Louis",1880,empty,84051,0,0,19,2335,3701,9412,0,0,19
1889_Dombre-Roger_Folla.xml,Folla    ,"Dombre, Roger",1889,empty,27984,0,0,16,845,982,2762,0,0,16
1844_L-Ecuyer-Eugene_Un-episode-de-la-vie-d-un-faux-devot.xml,Un épisode de la vie d'un faux dévot    ,"L'Écuyer, Eugène",1844,empty,24897,0,5,23,568,845,2301,0,5,23
1970_Delbo-Charlotte_Auschwitz-et-apres-III--Mesure-de-nos-jours.xml,"Auschwitz et après, III : Mesure de nos jours:    ","Delbo, Charlotte",1970,empty,46627,0,0,20,482,3115,4404,0,0,19
1926_Hemon-Louis_Battling-Malone-pugiliste.xml,"Battling Malone, pugiliste    ","Hémon, Louis",1926,empty,47105,0,0,14,880,1242,4210,0,0,14
1991_Quignard-Pascal_Tous-Les-Matins-Du-Monde.xml,Tous Les Matins Du Monde    ,"Quignard, Pascal",1991,empty,18168,0,0,27,398,1013,2079,0,0,27
1833_Dumas-Alexandre_Impressions-de-voyage-en-Suisse.xml,Impressions de voyage en Suisse,,1833,empty,331502,0,0,71,6006,10232,32023,0,0,71
1959_San-Antonio_Du-sirop-pour-les-guepes.xml,Du sirop pour les guêpes    ,San-Antonio,1959,empty,46311,0,0,1,2262,1296,4570,0,0,1
1910_Leblanc-Maurice_«-813-».xml,« 813 »    ,"Leblanc, Maurice",1910,empty,127871,0,17,55,5738,6299,12521,0,17,55
1875_Verne-Jules_L-Ile-Mysterieuse.xml,L'Île Mystérieuse,,1875,empty,240924,0,0,65,5367,9123,21140,0,0,65
2013_Gayet-de-Cesena-Amedee_Les-Belles-pecheresses.xml,Les Belles pécheresses    ,"Gayet de Cesena, Amédée",2013,empty,59368,1,0,17,62,1526,4138,1,0,14
2012_Perec-Georges_Le-Condottiere.xml,Le Condottière    ,"Perec, Georges",2012,empty,52904,0,0,17,201,2506,4112,0,0,17
2010_Kerangal-Maylis-de_Naissance-d-un-pont.xml,Naissance d'un pont    ,"Kerangal, Maylis de",2010,empty,86915,0,0,5,310,1565,7826,0,0,5
1979_Vautrin-Jean_Bloody-Mary.xml,Bloody Mary    ,"Vautrin, Jean",1979,empty,0,0,0,1,5,0,0,0,0,0
2013_Lavergne-Alexandre-de_La-Famille-de-Marsal.xml,La Famille de Marsal    ,"Lavergne, Alexandre de",2013,empty,152614,0,3,33,38,4285,14481,0,3,33
1999_Volodine-Antoine_Des-anges-mineurs.xml,Des anges mineurs    ,"Volodine, Antoine",1999,empty,55881,0,0,49,526,2147,5247,0,0,49
1885_Daudet-Ernest_Le-roman-de-Delphine.xml,Le roman de Delphine    ,"Daudet, Ernest",1885,empty,61188,0,2,7,1127,2654,6705,0,2,7
1869_Ponson-du-Terrail-Pierre-Alexis-de_La-reine-des-barricades.xml,La reine des barricades    ,"Ponson du Terrail, Pierre Alexis de",2013,empty,114731,0,1,3,7000,6982,11843,0,1,3
1816_Barthelemy-Hadot-Marie-Adelaide_Les-Venitiens-ou-le-Capitaine-français-par-Mme-Barthelemy-Hadot-(1817).xml,"Les Vénitiens, ou le Capitaine français, par Mme Barthélemy-Hadot (1817)    ","Barthélemy-Hadot, Marie-Adélaïde",1816,empty,32836,0,0,10,426,1195,3554,0,0,10
1848_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe-Tome-4.xml,"Mémoires d'Outre-Tombe, Tome 4    ","Chateaubriand, François-René de",1848,empty,97204,7,0,10,1100,3029,8174,7,0,10
2013_Fenelon-François-de_Aventures-de-Telemaque-suivies-des-aventures-d-Aristoniis.xml,Aventures de Télémaque suivies des aventures d'Aristoniis    ,"Fénelon, François de",2013,empty,161509,18,0,2,40,4663,16743,18,0,2
2013_Kaempfen-Albert_La-Tasse-a-the.xml,La Tasse à thé    ,"Kaempfen, Albert",2013,empty,30335,0,0,1,764,1100,2585,0,0,1
1863_Farrenc-Cesarie_La-jalousie.xml,La jalousie    ,"Farrenc, Césarie",1863,empty,8788,0,0,1,3,329,1026,0,0,1
1865_Dumas-Alexandre_Le-Comte-de-Moret.xml,Le Comte de Moret,,1865,empty,246235,0,0,77,7498,7364,22864,0,0,77
2008_Lemaitre-Pierre_Robe-de-Marie.xml,Robe de Marié    ,"Lemaître, Pierre",2008,empty,90958,0,0,138,1674,5368,8321,0,0,115
1856_About-Edmond_Germaine.xml,Germaine    ,"About, Edmond",1856,empty,80265,0,0,15,1249,3647,7667,0,0,15
1842_Dumas-Alexandre_Le-Chevalier-d-Harmental.xml,Le Chevalier d'Harmental,,1842,empty,193970,0,0,49,4404,5726,18662,0,0,46
1830_Sue-Eugene_Kernok-le-Pirate.xml,Kernok le Pirate    ,"Sue, Eugène",1830,empty,24702,0,0,16,738,974,2488,0,0,16
1831_Montovar-Mme-Ha-Dges_Aslega-ou-l-Infortune-secourue-par-Napoleon-fait-historique-de-l-Empire-Auteur--Mme-Ha-Dges-Montovar-Tome-2-(1831).xml,"Asléga, ou l'Infortune secourue par Napoléon, fait historique de l'Empire. Auteur : Mme Ha Dges Montovar... - Tome 2 (1831)    ","Montovar, Mme Ha Dges",1831,empty,20587,3,0,0,328,689,1963,3,0,0
1984_Duras-Marguerite_L-Amant.xml,L'Amant    ,"Duras, Marguerite",1984,empty,35673,0,0,0,250,1695,3020,0,0,0
1874_Verne-Jules_Le-Chancellor.xml,Le Chancellor,,1874,empty,64435,0,0,57,1291,2605,5544,0,0,43
2013_Soboleska-Mme-(pseud-Jacques-Lermont)_Les-Bonnes-idees-de-Mlle-Rose-Les-Enfants-au-ballon-elastique.xml,Les Bonnes idées de Mlle Rose. Les Enfants au ballon élastique    ,"Soboleska, Mme (pseud. Jacques Lermont)",2013,empty,25700,0,0,5,216,799,2426,0,0,5
1974_Yourcenar-Marguerite_Souvenirs-pieux.xml,Souvenirs pieux    ,"Yourcenar, Marguerite",1974,empty,106571,0,0,0,43,3137,7910,0,0,0
1879_Greville-Henry_a-travers-champs.xml,À travers champs    ,"Gréville, Henry",1879,empty,42999,0,0,20,1151,1564,4701,0,0,20
1979_Perec-Georges_Un-cabinet-d-amateur.xml,Un cabinet d'amateur    ,"Perec, Georges",1979,empty,2446,0,0,2,197,76,33,0,0,2
1857_Ponson-du-Terrail-Pierre_Le-Club-des-valets-de-cœurs.xml,Le Club des valets de cœurs    ,"Ponson du Terrail, Pierre",1857,empty,326065,0,0,120,13834,13061,35482,0,0,118
1802_Staël-Madame-de_Delphine.xml,Delphine    ,"Staël, Madame de",1802,empty,321028,0,0,234,977,6161,30142,0,0,234
1892_Verne-Jules_Le-Chateau-des-Carpathes.xml,Le Chateau des Carpathes,,1892,empty,61362,0,0,18,1474,1987,5623,0,0,4
2013_Stapleaux-Leopold_Le-Chateau-de-la-rage..xml,Le Château de la rage.    ,"Stapleaux, Léopold",2013,empty,146369,0,3,50,4405,6771,14753,0,3,50
1910_Lesueur-Daniel_Chacune-son-Reve.xml,Chacune son Rêve    ,"Lesueur, Daniel",1910,empty,86905,0,0,16,2251,6129,7888,0,0,16
2014_Kerangal-Maylis-de_Reparer-les-vivants.xml,Réparer les vivants    ,"Kerangal, Maylis de",2014,empty,78110,0,0,28,324,1182,7125,0,0,28
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre-Tome-I-La-Nourisseuse-d-enfants.xml,Rocambole - Les Misères de Londre- Tome I - La Nourisseuse d'enfants    ,"Ponson du Terrail, Pierre",1868,empty,62046,1,1,41,3528,3074,6636,1,1,20
1888_Silvestre-Armand_Armand-Silvestre-Rose-de-mai-roman-inedit-(1888).xml,"Armand Silvestre. Rose de mai, roman inédit (1888)    ","Silvestre, Armand",1888,empty,64676,0,0,15,1010,2297,5424,0,0,2
2013_Souvestre-Emile_Dans-la-prairie.xml,Dans la prairie    ,"Souvestre, Émile",2013,empty,46326,0,0,7,1389,1933,5323,0,0,7
1950_Fourre-Maurice_La-Nuit-du-Rose-Hotel.xml,La Nuit du Rose-Hôtel    ,"Fourré, Maurice",1950,empty,67829,0,0,19,4003,2942,5374,0,0,19
1877_Gueroult-Constant_Le-Retour-de-Rocambole.xml,Le Retour de Rocambole    ,"Guéroult, Constant",1877,empty,329358,0,3,173,12412,10596,34963,0,3,172
1996_Nothomb-Amelie_Peplum.xml,Péplum    ,"Nothomb, Amélie",1996,empty,37902,0,0,6,1819,2313,3299,0,0,0
1979_Gary-Romain_Les-clowns-lyriques.xml,Les clowns lyriques    ,"Gary, Romain",1979,empty,75862,0,0,27,1499,3379,7413,0,0,9
1963_Pagnol-Marcel_Jean-De-Florette.xml,Jean De Florette    ,"Pagnol, Marcel",1963,empty,89206,0,0,0,2919,3382,8673,0,0,0
1945_Gracq-Julien_Un-beau-tenebreux.xml,Un beau ténébreux    ,"Gracq, Julien",1945,empty,71763,0,0,0,1007,3643,5711,0,0,0
1794_Maistre-Xavier-de_Voyage-autour-de-ma-chambre.xml,Voyage autour de ma chambre    ,"Maistre, Xavier de",1794,empty,22239,0,0,42,375,492,2055,0,0,42
2013_Dumanoir-Paul_Les-Oubliettes-de-la-tour-François-Ier.xml,Les Oubliettes de la tour François Ier    ,"Dumanoir, Paul",2013,empty,42622,7,0,30,1983,2426,5045,7,0,30
1891_Zola-Emile_L-argent.xml,L'argent,"Zola, Jules",1891,empty,178333,0,0,12,2240,5013,16374,0,0,0
1904_Bazin-Rene_L-isolee.xml,L'isolée    ,"Bazin, René",1904,empty,80010,0,5,5,1478,2746,7545,0,5,5
2001_Gailly-Christian_Un-soir-au-club.xml,Un soir au club    ,"Gailly, Christian",2001,empty,34865,0,0,25,587,2507,4268,0,0,25
2010_Gailly-Christian_Lily-et-Braine.xml,Lily et Braine    ,"Gailly, Christian",2010,empty,40642,0,0,17,756,1545,4759,0,0,17
1890_Dombre-Roger_La-Nounou.xml,La Nounou    ,"Dombre, Roger",1889,empty,45271,0,0,25,1469,1447,4626,0,0,25
1943_Simenon-Georges_Signe-Picpus.xml,Signé Picpus    ,"Simenon, Georges",1943,empty,42615,0,0,10,1674,1188,3869,0,0,10
2013_Gayet-de-Cesena-Amedee_Le-Chapelet-d-amour.xml,Le Chapelet d'amour    ,"Gayet de Cesena, Amédée",2013,empty,59940,0,0,22,140,2748,5292,0,0,22
2013_Belot-Adolphe_Le-secret-terrible--memoires-d-un-caissier.xml,Le secret terrible : mémoires d'un caissier    ,"Belot, Adolphe",2013,empty,141555,0,2,46,141,7868,15565,0,2,14
2013_Musset-Paul-de_Histoires-de-trois-maniaques.xml,Histoires de trois maniaques    ,"Musset, Paul de",2013,empty,74019,0,0,25,902,3123,7450,0,0,4
1848_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe-Tome-5.xml,"Mémoires d'Outre-Tombe, Tome 5    ","Chateaubriand, François-René de",1848,empty,154021,6,0,1,1963,4490,12540,6,0,1
1987_Simon-Claude_L-invitation.xml,L'invitation    ,"Simon, Claude",1987,empty,20036,0,0,1,48,67,1463,0,0,1
1871_Dumas-Alexandre-Pere_La-fille-du-marquis-I.xml,La fille du marquis I    ,"Dumas, Alexandre Père",1871,empty,69768,0,0,9,2488,2767,6797,0,0,9
1896_Verne-Jules_Clovis-Dardentor.xml,Clovis Dardentor,,1896,empty,76381,0,0,47,2094,4282,6413,0,0,47
1869_Gaboriau-Emile_Monsieur-Lecoq-I.xml,Monsieur Lecoq I    ,"Gaboriau, Émile",1869,empty,112159,0,0,43,4003,4365,11366,0,0,43
1913_Psichari-Ernest_L-appel-des-armes-(1945).xml,L'appel des armes (1945)    ,"Psichari, Ernest",1913,empty,70424,0,3,20,918,3485,5691,0,3,20
1848_Sand-George_François-le-champi.xml,François le champi,,,empty,58134,0,0,26,849,1784,6114,0,0,26
1884_Guy-de-Maupassant_Miss-Harriet.xml,Miss Harriet,"Maupassant, Guy de",1884,empty,62568,0,0,18,1562,2743,6892,0,0,0
2013_Feval-Paul-(pere)_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps-(Volume-7).xml,"Madame Gil Blas, souvenirs et aventures d'une femme de notre temps (Volume 7)    ","Féval, Paul (père)",2013,empty,35047,0,0,13,13,1993,3331,0,0,13
1888_Boisgobey-Fortune-du_L-Œil-de-chat-Tome-second.xml,L'Œil de chat - Tome second    ,"Boisgobey, Fortuné du",1888,empty,92418,0,0,6,3245,3885,9958,0,0,1
2013_Janin-Jules_L-Ane-mort-et-la-femme-guillotinee.xml,L'Ane mort et la femme guillotinée    ,"Janin, Jules",2013,empty,62249,0,0,29,30,1380,5093,0,0,29
2011_Quignard-Pascal_Les-solidarites-mysterieuses.xml,Les solidarités mystérieuses    ,"Quignard, Pascal",2011,empty,54725,0,5,22,2024,3762,5225,0,5,22
1883_Greville-Henry_La-maison-de-Maureze.xml,La maison de Maurèze    ,"Gréville, Henry",1883,empty,60114,0,0,38,1613,1977,6273,0,0,38
2013_Colomb-Josephine_Feu-de-paille.xml,Feu de paille    ,"Colomb, Joséphine",2013,empty,86781,0,0,29,29,2713,8897,0,0,29
1916_Zevaco-Michel_Le-Roi-amoureux.xml,Le Roi amoureux    ,"Zévaco, Michel",1916,empty,90763,0,0,34,3118,3706,9751,0,0,34
1857_Feval-Paul-(pere)_Le-Bossu.xml,Le Bossu    ,"Féval, Paul (père)",1857,empty,250142,0,8,62,8611,12330,25667,0,8,62
2013_Melun-Armand-de_Histoire-d-un-village.xml,Histoire d'un village    ,"Melun, Armand de",2013,empty,42101,0,0,9,241,701,3830,0,0,9
2012_Jouet-Jacques_La-seule-fois-de-l-amour.xml,La seule fois de l'amour    ,"Jouet, Jacques",2012,empty,24124,0,0,0,300,991,2075,0,0,0
1891_Maquet-Auguste_La-belle-Gabrielle-—-Tome-3.xml,La belle Gabrielle — Tome 3    ,"Maquet, Auguste",1891,empty,112315,1,0,28,3070,4558,10695,0,0,10
1880_Letang-Louis_La-Belle-hotesse-par-Louis-Letang-(1883).xml,"La Belle hôtesse, par Louis Létang (1883)    ","Létang, Louis",1880,empty,105356,0,0,33,3145,4910,10358,0,0,33
1886_Mahalin-Paul_La-filleule-de-Lagardere-Tome-2-L-heritiere.xml,La filleule de Lagardère. Tome 2 L'héritière    ,"Mahalin, Paul",1886,empty,69037,0,2,33,2936,6081,6274,0,2,33
2001_Rouaud-Jean_La-desincarnation.xml,La désincarnation    ,"Rouaud, Jean",2001,empty,36225,0,0,0,155,1175,2926,0,0,0
1970_Tournier-Michel_Le-Roi-des-Aulnes.xml,Le Roi des Aulnes    ,"Tournier, Michel",1970,empty,124945,0,0,6,1245,4352,10040,0,0,6
1971_Simenon-Georges_Maigret-et-l-homme-tout-seul.xml,Maigret et l'homme tout seul    ,"Simenon, Georges",1970,empty,46100,0,0,8,2441,2255,4260,0,0,8
1972_Gary-Romain_Europa.xml,Europa    ,"Gary, Romain",1972,empty,129005,0,0,63,1346,4873,11403,0,0,63
2013_Taulier-Jules_Les-Deux-petits-Robinsons-de-la-Grande-Chartreuse.xml,Les Deux petits Robinsons de la Grande-Chartreuse    ,"Taulier, Jules",2013,empty,49556,0,0,18,715,1642,4787,0,0,18
1950_Beckett-Samuel_L-image.xml,L'image    ,"Beckett, Samuel",1950,empty,1262,0,0,1,11,1,128,0,0,1
2013_Pigault-Lebrun_Le-coureur-d-aventures--l-homme-a-projets.xml,Le coureur d'aventures : l'homme à projets    ,Pigault-Lebrun,2013,empty,137770,0,0,8,1343,5495,13990,0,0,8
2002_Gavalda-Anna_Je-l-Aimais.xml,Je l'Aimais    ,"Gavalda, Anna",2002,empty,37584,0,0,1,1541,2340,3782,0,0,1
1945_Calet-Henri_Le-Bouquet.xml,Le Bouquet    ,"Calet, Henri",1945,empty,81682,0,0,0,2226,5472,7302,0,0,0
1995_Vargas-Fred_Un-peu-plus-loin-sur-la-droite.xml,Un peu plus loin sur la droite    ,"Vargas, Fred",1995,empty,84505,0,0,7,2270,3622,8376,0,0,7
1987_Echenoz-Jean_Equipee-malaise.xml,Equipée malaise    ,"Échenoz, Jean",1987,empty,77218,0,0,33,1183,2619,7974,0,0,0
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre-Tome-III-La-Cage-aux-oiseaux.xml,Rocambole - Les Misères de Londre- Tome III - La Cage aux oiseaux    ,"Ponson du Terrail, Pierre",1868,empty,68764,0,1,49,4130,3657,7153,0,1,27
1902_Lesueur-Daniel_Le-meurtre-d-une-ame.xml,Le meurtre d'une âme    ,"Lesueur, Daniel",1902,empty,104047,0,0,18,2406,6198,9776,0,0,4
1881_Tissot-Marcel_La-Veuve-d-Attila-par-Marcel-Tissot-(1881).xml,"La Veuve d'Attila, par Marcel Tissot (1881)    ","Tissot, Marcel",1881,empty,79106,0,0,20,1559,2866,8454,0,0,20
1975_Simon-Claude_Leçon-De-Choses.xml,Leçon De Choses    ,"Simon, Claude",1975,empty,42001,0,0,7,18,1384,3863,0,0,7
1866_Valles-Jules_Les-Refractaires.xml,Les Réfractaires    ,"Vallès, Jules",1866,empty,77059,0,0,39,1437,2692,7270,0,0,21
1913_Leblanc-Maurice_Les-confidences-d-Arsene-Lupin.xml,Les confidences d'Arsène Lupin    ,"Leblanc, Maurice",1913,empty,70125,0,0,13,2703,1829,6796,0,0,13
1879_Saint-François-Leon_L-Saint-François-Vieux-peches-scenes-parisiennes-(1879).xml,"L. Saint-François. Vieux péchés, scènes parisiennes (1879)    ","Saint-François, Léon",1879,empty,62467,0,0,29,1597,3427,5387,0,0,29
1859_Mallefille-Felicien_Monsieur-Corbeau.xml,Monsieur Corbeau    ,"Mallefille, Félicien",1859,empty,61955,0,0,10,1359,2652,6590,0,0,1
